query_id,pregunta,retrieval_exitoso,formato_exitoso,generacion_exitosa,categoria_error,detalle_error,texto_esperado,respuesta_generada,modelo_extraccion_usado,prompt_version,prompt_hash
Q51,¿Cuál es el propósito de la herramienta de Pagos totales?,1,1,1,ÉXITO,Extracción e inyección correctas.,Esta herramienta permitirá a los supervisores monitorear la escala general de la actividad de pagos de un banco.,"**Propósito de la herramienta de Pagos totales**
=============================================

La herramienta de Pagos totales permite a los supervisores monitorear la escala general de la actividad de pagos de un banco. Esto se logra mediante el cálculo y reporte del total de pagos brutos enviados y recibidos durante el periodo de reporte, así como la cifra promedio diaria de pagos brutos realizados y recibidos en dicho periodo.

**Funcionalidades de la herramienta**
---------------------------------

*   Cálculo del total de pagos brutos enviados y recibidos
*   Reporte de los tres mayores valores diarios de pagos brutos enviados y recibidos durante el periodo de reporte
*   Cifra promedio diaria de pagos brutos realizados y recibidos

**Importancia de la herramienta**
------------------------------

La herramienta de Pagos totales permite a los supervisores evaluar la escala general de la actividad de pagos de un banco, lo que es fundamental para la gestión del riesgo de liquidez intradía.

**Fuentes:**

*   Intraday_liquidity_esp.md
*   Herramientas de monitoreo para la gestión de la liquidez intradía - traducción al español",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q52,¿Qué implicaciones tiene el incumplimiento de las obligaciones con horario específico?,1,1,0,B,Alucinación o Inexactitud del LLM. El contexto contenía el fragmento pero el LLM omitió variables o alucinó datos.,"La falta de liquidación oportuna de estas obligaciones podría generar una penalización financiera, daño reputacional para el banco o pérdida de negocio futuro.","**Implicaciones del incumplimiento de las obligaciones con horario específico**

El incumplimiento de las obligaciones con horario específico puede tener varias implicaciones:

*   **Impacto en otros bancos**: El incumplimiento de estas obligaciones podría generar un impacto significativo en otros bancos, ya que la gestión inadecuada de los flujos de pagos y activos líquidos puede afectar a la posición de liquidez tanto del banco que incumple como de los demás.
*   **Penalización financiera**: La falta de liquidación oportuna de estas obligaciones podría generar una penalización financiera para el banco.
*   **Daño reputacional**: El incumplimiento de las obligaciones con horario específico puede dañar la reputación del banco, lo que podría afectar su capacidad para atraer clientes y mantener sus relaciones comerciales.
*   **Pérdida de negocio futuro**: La inadecuada gestión de los flujos de pagos y activos líquidos puede llevar a una pérdida de negocio futuro debido a la falta de confianza en el banco.

Es importante destacar que las obligaciones con horario específico son críticas para que los bancos cumplan con sus compromisos de pago en momentos determinados durante el día. Por lo tanto, es fundamental que los bancos gestionen adecuadamente sus flujos de pagos y activos líquidos para evitar el incumplimiento de estas obligaciones.

**Fuentes:**

*   Intraday_liquidity_esp.md
*   Circular3-2012.md",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q53,¿Cuáles son las herramientas específicas para bancos que prestan servicios de corresponsalía bancaria?,0,1,0,A,El buscador falló. El texto clave no estuvo presente en los chunks recuperados en el Top-10.,B(i) Valor de los pagos realizados en nombre de clientes de corresponsalía bancaria B(ii) Líneas de crédito intradía otorgadas a clientes,"**Herramientas específicas para bancos que prestan servicios de corresponsalía bancaria**

Según la información proporcionada, las herramientas específicas para bancos que prestan servicios de corresponsalía bancaria son:

* **B(i) Valor de los pagos realizados en nombre de clientes de corresponsalía bancaria**: Los bancos deben calcular el valor total de los pagos que realizan en nombre de todos los clientes de sus servicios de corresponsalía bancaria cada día y reportar los tres mayores valores totales diarios y el valor total promedio diario de dichos pagos durante el periodo de reporte.
* **B(ii) Líneas de crédito intradía otorgadas a clientes**: Los bancos deben monitorear las líneas de crédito intradía otorgadas a sus clientes.

Además, se menciona que los bancos que prestan servicios de corresponsalía bancaria deben basar sus reportes en la actividad de pago y liquidación a través de sus cuentas con sus bancos corresponsales (Fragmento 4).

**Fuentes**

* Documento: Intraday_liquidity_esp.md
* Documento: Disposiciones_Liquidez.md",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q54,¿Qué detalles deben incluir los bancos corresponsales al reportar las líneas de crédito intradía otorgadas?,1,1,0,B,Alucinación o Inexactitud del LLM. El contexto contenía el fragmento pero el LLM omitió variables o alucinó datos.,"Los bancos corresponsales deben reportar las tres mayores líneas de crédito intradía otorgadas a sus clientes en el periodo de reporte, indicando si dichas líneas son garantizadas o comprometidas y el uso de esas líneas en su punto máximo.","Los bancos corresponsales deben incluir los siguientes detalles al reportar las líneas de crédito intradía otorgadas a sus clientes:

1. **Tres mayores líneas de crédito intradía**:
   - Deben reportar las tres mayores líneas de crédito intradía otorgadas en el periodo de reporte.

2. **Clasificación de las líneas**:
   - Indicar si las líneas son:
     - **Garantizadas**
     - **Comprometidas**
     - **Utilizadas en su punto máximo**

3. **Valor total**:
   - Reportar el valor total de las líneas de crédito otorgadas a clientes, incluyendo:
     - **Líneas garantizadas**
     - **Líneas comprometidas**
     - **Líneas utilizadas en el pico de uso**

4. **Nota adicional**:
   - La cifra debe incluir todas las líneas de crédito otorgadas, incluidas las no comprometidas y no garantizadas.

Estos detalles son esenciales para que los supervisores puedan evaluar la gestión de liquidez de los bancos corresponsales.

**Fuentes**: 
- Documento: Intraday_liquidity_esp.md
- Documento: Anexo_33_CUB.md",gpt-4o-mini,1.0.0,2cbbc4f704-bd0f72c
Q55,¿Qué herramienta es exclusiva para los bancos que son participantes directos?,1,1,0,B,Alucinación o Inexactitud del LLM. El contexto contenía el fragmento pero el LLM omitió variables o alucinó datos.,C(i) Ritmo de liquidación intradía,"**Respuesta a la pregunta: ¿Qué herramienta es exclusiva para los bancos que son participantes directos?**

La herramienta exclusiva para los bancos que son participantes directos es el **Ritmo de liquidación intradía (C(i))**, mencionado en el fragmento 3 y también en la categoría C del Cuadro 1.

**Fuente:** Fragmento 3, Categoría C del Cuadro 1.",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q56,¿Qué permite evaluar el ritmo de liquidación intradía?,1,1,0,B,Alucinación o Inexactitud del LLM. El contexto contenía el fragmento pero el LLM omitió variables o alucinó datos.,Esta herramienta permitirá a los supervisores monitorear el ritmo de liquidación de la actividad diaria de pagos de un participante directo a través de su cuenta de liquidación.,"**Respuesta**

El ritmo de liquidación intradía se puede evaluar mediante la herramienta denominada ""Ritmo de liquidación intradía"", que permite a los supervisores monitorear el porcentaje de pagos salientes que se liquidan en horarios específicos durante el día.

**Detalles**

* La herramienta requiere que los participantes directos reporten el promedio diario del porcentaje de sus pagos salientes (respecto del total de pagos) que se liquidan en horarios específicos durante el día.
* Los supervisores pueden evaluar el ritmo de liquidación intradía a través de la herramienta, lo que les permite identificar cambios en el comportamiento de pago y liquidación del banco.

**Fuente**

* Fragmento 1: [Contexto generado por IA: El fragmento se refiere a la herramienta de monitoreo denominada ""Ritmo de liquidación intradía"", que está incluida en la Sección III del documento completo sobre las herramientas de monitoreo para la gestión de la liquidez intradía.]
* Fragmento 2: [Contexto generado por IA: Este fragmento se encuentra en la sección III, específicamente en la herramienta (i) ""Ritmo de liquidación intradía"", que forma parte de las herramientas de monitoreo de la liquidez intradía.]
* Fragmento 3: [Contexto generado por IA: Este fragmento pertenece a la sección III, específicamente a la herramienta C(i) ""Ritmo de liquidación intradía"", que forma parte de las herramientas de monitoreo de la liquidez intradía.]
* Fragmento 27: [Contexto generado por IA: Este fragmento pertenece a la sección III del documento, que detalla las herramientas de monitoreo de la liquidez intradía. En particular, se refiere a la herramienta aplicable a bancos informantes que son participantes directos, enfocándose en el ritmo de liquidación intradía de sus actividades de pago.]
* Fragmento 9: [Contexto generado por IA: Este fragmento se refiere al ""Ritmo de liquidación intradía"", que es una de las herramientas de monitoreo descritas en la Sección III del documento completo.]",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q57,¿Cuáles son los escenarios de tensión que deben considerar los bancos?,0,1,0,A,El buscador falló. El texto clave no estuvo presente en los chunks recuperados en el Top-10.,"(i) Tensión financiera propia: el banco sufre, o se percibe que sufre, un evento de tensión (ii) Tensión de contraparte: una contraparte importante sufre un evento de tensión intradía que le impide realizar pagos (iii) Tensión de un banco cliente: un banco cliente de un banco corresponsal sufre un evento de tensión (iv) Tensión crediticia o de liquidez a nivel de mercado","**Escenarios de tensión para considerar los bancos**
=============================================

Los bancos deben considerar varios escenarios de tensión en relación con la gestión de liquidez intradía. A continuación, se presentan los escenarios identificados:

### 1. Tensión financiera propia y de contraparte

*   Impacto probable sobre el uso máximo diario de liquidez intradía
*   Liquidez intradía disponible al inicio del día hábil
*   Pagos totales y obligaciones con horario específico

### 2. Cierre o dificultades operativas en los mercados de swaps de divisas

*   Implicaciones de liquidez intradía de un cierre, o de dificultades operativas, en los mercados de swaps de divisas
*   Tensiones que ocurran simultáneamente en múltiples sistemas

### 3. Tensión a nivel de mercado

*   Impacto probable sobre las fuentes de liquidez intradía disponibles al inicio del día hábil

### 4. Tensión de contraparte

*   Reducción de la disponibilidad de liquidez intradía que puede obtenerse mediante la recepción de pagos de la contraparte estresada

### 5. Tensión crediticia o de liquidez a nivel de mercado

*   Implicaciones adversas para el valor de los activos líquidos de un banco
*   Limitación de su capacidad para obtener liquidez intradía del banco central

### 6. Tensión financiera propia en bancos que prestan servicios de corresponsalía bancaria

*   Retiro de líneas de crédito intradía por parte de los bancos corresponsales
*   Diferimiento de pagos por parte de las propias contrapartes

### 7. Tensión de un banco cliente en bancos que prestan servicios de corresponsalía bancaria

*   Impacto probable sobre el valor de los pagos realizados en nombre de sus clientes y sobre las líneas de crédito intradía otorgadas a sus clientes.

**Fuentes:**

*   Intraday_liquidity_esp.md
*   Herramientas de monitoreo para la gestión de la liquidez intradía",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q58,¿Qué efecto puede tener una tensión financiera propia en un participante directo?,1,1,0,B,Alucinación o Inexactitud del LLM. El contexto contenía el fragmento pero el LLM omitió variables o alucinó datos.,"la tensión financiera y/u operativa propia puede provocar que las contrapartes difieran pagos y/o retiren líneas de crédito intradía. Esto, a su vez, puede ocasionar que el banco tenga que financiar una mayor parte de sus pagos con sus propias fuentes de liquidez intradía para evitar diferir sus propios pagos.","**Efecto de la tensión financiera propia en un participante directo**

La tensión financiera propia puede tener varios efectos en un participante directo:

* **Diferimiento de pagos**: Las contrapartes pueden diferir pagos y/o retirar líneas de crédito intradía, lo que obliga al banco a financiar una mayor parte de sus pagos con sus propias fuentes de liquidez intradía.
* **Retiro de líneas de crédito intradía**: Los bancos corresponsales pueden retirar las líneas de crédito intradía, lo que reduce la disponibilidad de liquidez intradía para el participante directo.
* **Predisposición a prefinanciar pagos y/o colateralizar líneas de crédito intradía**: El banco puede necesitar prefinanciar sus pagos y/o colateralizar sus líneas de crédito intradía para mantener su capacidad de pago.

**Fuentes**

* Fragmento 1: Sección IV del documento ""Intraday_liquidity_esp.md""
* Fragmento 2: Sección IV del documento ""Intraday_liquidity_esp.md""",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q59,¿A qué nivel de la estructura organizacional deben aplicarse típicamente estas herramientas?,1,1,1,ÉXITO,Extracción e inyección correctas.,se espera que las herramientas de monitoreo se apliquen típicamente al nivel de entidad jurídica individual significativa.,"**Respuesta**

A continuación, se presentan las respuestas a la pregunta:

*   El nivel organizacional apropiado para el reporte de datos de liquidez intradía de cada banco debe ser determinado por el supervisor.
*   Se espera que las herramientas de monitoreo se apliquen típicamente al nivel de entidad jurídica individual significativa.

**Fuentes**

*   Intraday_liquidity_esp.md (Fragmentos 1 y 2)
*   Disposiciones_Liquidez.md (Fragmento 1)",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q60,"En grupos bancarios transfronterizos, ¿cuál es la responsabilidad del supervisor de acogida respecto a una sucursal?",1,1,0,B,Alucinación o Inexactitud del LLM. El contexto contenía el fragmento pero el LLM omitió variables o alucinó datos.,"El supervisor de acogida debe tener la opción de requerir que las sucursales extranjeras en su jurisdicción le reporten herramientas de liquidez intradía, sujeto a materialidad.","**Responsabilidad del supervisor de acogida respecto a una sucursal**

En el contexto de grupos bancarios transfronterizos, la responsabilidad del supervisor de acogida respecto a una sucursal dependerá de si el banco opera en la jurisdicción no doméstica mediante una sucursal o una subsidiaria.

**Si la sucursal es activa en un LVPS no doméstico y/o con banco(s) corresponsal(es):**

* El supervisor de acogida debe tener la responsabilidad primaria de recibir el conjunto relevante de datos de liquidez intradía de esa subsidiaria.

**En general:**

* El supervisor de acogida puede requerir que las sucursales extranjeras en su jurisdicción le reporten herramientas de liquidez intradía, sujeto a materialidad.
* El supervisor de origen (consolidado) debe tener la opción de recibir un conjunto completo de información de liquidez intradía para sus grupos bancarios.

**Fuentes:**

* Documento: Intraday_liquidity_esp.md
	+ Fragmentos 1, 2, 4 y 5.",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q61,¿Cuál es la fecha de implementación y la frecuencia inicial de reporte?,1,1,0,B,Alucinación o Inexactitud del LLM. El contexto contenía el fragmento pero el LLM omitió variables o alucinó datos.,"El reporte de las herramientas de monitoreo comenzará con periodicidad mensual a partir del 1 de enero de 2015, para coincidir con la implementación de los requerimientos de reporte del LCR.","**Respuesta**
La fecha de implementación de las herramientas de monitoreo para la gestión de la liquidez intradía es **1 de enero de 2015**, y la frecuencia inicial de reporte es **mensual**.

**Fuentes**

* Intraday_liquidity_esp.md (Sección VI)
* Circular3-2012.md (Sección I, Capítulo III)",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q62,¿Quién es el responsable final de la presentación de los datos ante el supervisor?,1,1,1,ÉXITO,Extracción e inyección correctas.,la administración del banco será responsable de recopilar y presentar a su supervisor bancario los datos de monitoreo correspondientes a las herramientas.,"**Responsable de la presentación de datos ante el supervisor:**

La **administración del banco** es la responsable de recopilar y presentar a su supervisor bancario los datos de monitoreo correspondientes a las herramientas de gestión del riesgo de liquidez intradía. Esto implica que, aunque los bancos pueden necesitar coordinarse con contrapartes, la responsabilidad final recae en la administración del banco.

**Resumen:**
- **Responsable:** Administración del banco
- **Función:** Recopilar y presentar datos de monitoreo al supervisor bancario

La información proporcionada en el contexto no es suficiente para responder a esta pregunta.

**Fuentes:**
- Documento: Intraday_liquidity_esp.md
- Documento: Disposiciones_Liquidez.md",gpt-4o-mini,1.0.0,2cbbc4f704-bd0f72c
Q63,¿Qué elementos se consideran fuentes propias de liquidez intradía?,0,1,1,A,El buscador falló. El texto clave no estuvo presente en los chunks recuperados en el Top-10.,"Saldos de reserva en el banco central; Colateral pignorado con el banco central o con sistemas auxiliares que pueda convertirse libremente en liquidez intradía; Activos libres de gravamen en el balance del banco que puedan convertirse libremente en liquidez intradía; Líneas de crédito garantizadas y no garantizadas, comprometidas y no comprometidas, disponibles intradía; Saldos con otros bancos que puedan utilizarse para liquidación intradía.","**Fuentes propias de liquidez intradía**
=====================================

Según los fragmentos proporcionados, las fuentes propias de liquidez intradía son:

*   Saldos de reserva en el banco central
*   Colateral pignorado con el banco central o con sistemas auxiliares que pueda convertirse libremente en liquidez intradía
*   Activos libres de gravamen en el balance del banco que puedan convertirse libremente en liquidez intradía
*   Líneas de crédito garantizadas y no garantizadas, comprometidas y no comprometidas, disponibles intradía
*   Saldos con otros bancos que puedan utilizarse para liquidación intradía

**Fuentes adicionales**
----------------------

Además de las fuentes propias, también se mencionan otras fuentes de liquidez intradía:

*   Pagos recibidos de otros participantes del LVPS
*   Pagos recibidos de sistemas auxiliares
*   Pagos recibidos a través de servicios de corresponsalía bancaria

**Importante**
--------------

Es importante destacar que la inclusión de estas fuentes en el cálculo de la liquidez intradía disponible al inicio del día hábil debe ser discutida y acordada con el supervisor.

**Fuentes**
-----------

*   Documento: Intraday_liquidity_esp.md
*   Sección II B
*   Fragmentos 2, 3 y 4",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q64,¿Qué indica una combinación de baja liquidez inicial y alta proporción de obligaciones con horario específico?,1,1,0,B,Alucinación o Inexactitud del LLM. El contexto contenía el fragmento pero el LLM omitió variables o alucinó datos.,"Si una alta proporción de la actividad de pagos de un banco es crítica en términos de tiempo, el banco tiene menor flexibilidad para enfrentar choques inesperados mediante la gestión de sus flujos de pagos, especialmente cuando su monto de liquidez intradía disponible al inicio del día hábil suele ser bajo.","**Respuesta**

Una combinación de baja liquidez inicial y alta proporción de obligaciones con horario específico puede indicar que un banco está gestionando sus flujos de pagos con un conjunto insuficiente de activos líquidos. Esto se debe a que el banco tiene menos flexibilidad para enfrentar choques inesperados mediante la gestión de sus flujos de pagos, especialmente cuando su monto de liquidez intradía disponible al inicio del día hábil suele ser bajo.

**Razones**

* La baja liquidez inicial puede indicar que el banco no tiene suficientes activos líquidos para cumplir con sus obligaciones de pago.
* La alta proporción de obligaciones con horario específico puede sugerir que el banco está comprometido a liquidar una gran cantidad de obligaciones en momentos determinados durante el día, lo que aumenta la presión sobre su liquidez.

**Conclusión**

En resumen, una combinación de baja liquidez inicial y alta proporción de obligaciones con horario específico puede indicar que un banco está gestionando sus flujos de pagos de manera inadecuada, lo que podría afectar su capacidad para cumplir con sus obligaciones de pago.

**Fuentes**

* Intraday_liquidity_esp.md (Fragmento 2)
* Intraday_liquidity_esp.md (Fragmento 3)
* Intraday_liquidity_esp.md (Fragmento 4)
* Intraday_liquidity_esp.md (Fragmento 5)",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q65,¿Para consumo no revolvente cómo se define el pago realizado?,0,1,0,A,El buscador falló. El texto clave no estuvo presente en los chunks recuperados en el Top-10.,Monto correspondiente a la suma de los pagos realizados por el acreditado en el Periodo de Facturación,"Para el **consumo no revolvente**, el **pago realizado** se define como:

- **Monto correspondiente a la suma de los pagos realizados** por la persona acreditada durante el **Periodo de Facturación**.
- **No se consideran** como pagos los siguientes conceptos:
  - Castigos
  - Quitas
  - Condonaciones
  - Bonificaciones
  - Descuentos que se efectúen al crédito.

Esta definición se aplica a varios tipos de créditos, incluyendo ABCD, AUTOMÓVIL, MICROCRÉDITOS, NÓMINA, PERSONALES y OTROS.

**Fuentes:**
- AYUDAS_CNR_IFRS9.md
- CUB_extracto.md",gpt-4o-mini,1.0.0,2cbbc4f704-bd0f72c
Q66,¿Cuál es la fórmula para calcular la Probabilidad de Incumplimiento (PI) de un crédito de nómina en Etapa 1 o 2?,1,1,1,ÉXITO,Extracción e inyección correctas.,PI_i^N = \frac{1}{1 + e^{-Z_i^N}},"**Respuesta**

La fórmula para calcular la Probabilidad de Incumplimiento (PI) de un crédito de nómina en Etapa 1 o 2 no está explícitamente definida en los fragmentos proporcionados. Sin embargo, se presentan varias fórmulas relacionadas con la PI para diferentes tipos de créditos y etapas.

Para créditos clasificados como ""N"" (nómina) en Etapa 1 o 2, la fórmula es:

$$
PI_i^N = \frac{1}{1 + e^{-Z_i^N}}
$$

En donde:

$$
Z_i^N = \beta_0^N + \sum_{j=1}^{5} \beta_j^N \times Var_{ij}^N
$$

| Coeficiente | Valor |
| --- | --- |
| β₀^N | -2.4285 |
| β₁^{N} | 1.4298 |
| β₂^{N} | 0.4428 |
| β₃^{N} | 0.0616 |
| β₄^{N} | -0.5044 |
| β₅^{N} | -0.0470 |

$$
\text{Var}_{i1}^N = \text{MAXATR}_i^N
$$

Para créditos clasificados en Etapa 2, la fórmula es:

$$
PI_i = \frac{1}{1 + e^{-Z_i}}
$$

En donde:

$$
Z_i = \beta_0 + \sum_{j=1}^{S} \beta_j \times Var_{ij}
$$

| Coeficiente | Valor |
| --- | --- |
| β₀ | -2.4285 |
| β₁ | 1.4298 |
| β₂ | 0.4428 |
| β₃ | 0.0616 |
| β₄ | -0.5044 |
| βs | -0.0470 |

$$
Var_{\beta} = ATR_i
$$

**Fuentes**

* Fragmento 4: [Contexto generado por IA: Este fragmento se refiere a la Probabilidad de Incumplimiento (PI) de los créditos clasificados como ""nómina"" (N) dentro de la Cartera Crediticia de Consumo no Revolvente, y se enmarca dentro del Artículo 91 Bis 1 del documento normativo.]
* Fragmento 7: [Contexto generado por IA: Este fragmento se refiere a la estimación de reservas preventivas para créditos clasificados en etapa 2 de la Cartera Crediticia de Consumo no Revolvente, conforme a lo establecido en el Artículo 91 Bis del documento normativo.]
* Fragmento 8: [Contexto generado por IA: Este fragmento se refiere a la Probabilidad de Incumplimiento (PI) de los créditos clasificados como ""otro"" (O) dentro de la Cartera Crediticia de Consumo no Revolvente, y forma parte de las disposiciones establecidas en el Artículo 91 Bis 1 del documento normativo.]",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q67,¿Bajo qué condiciones un crédito de nómina pasa directamente a Etapa 3 de riesgo?,1,1,0,B,Alucinación o Inexactitud del LLM. El contexto contenía el fragmento pero el LLM omitió variables o alucinó datos.,Créditos con $ATR_{i}^{e} > 3$ o cuando el crédito se encuentre en etapa 3,"**Respuesta**

Un crédito de nómina pasa directamente a Etapa 3 de riesgo cuando se cumplan las siguientes condiciones:

* El crédito tiene un número de atrasos significativo, es decir, $ATR_{i}^{e} > 3$.
* El crédito se encuentra en etapa 3 de acuerdo con los términos establecidos en el Criterio Contable B-6 ""Cartera de Crédito"" y en el presente capítulo.

**Fuentes**

* Fragmento 2 del documento AYUDAS_CNR_IFRS9.md
* Fragmento 1 del documento Anexo_33_CUB.md",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q68,¿Cómo deben las instituciones financieras clasificar los créditos en las etapas de riesgo de crédito y qué criterios deben seguir para la migración entre etapas?,1,1,0,B,Alucinación o Inexactitud del LLM. El contexto contenía el fragmento pero el LLM omitió variables o alucinó datos.,"Las Instituciones clasificarán desde su reconocimiento inicial los créditos en las etapas siguientes, dependiendo del incremento significativo del riesgo crediticio que estos evidencien, de acuerdo con lo siguiente:","**Respuesta**

Las instituciones financieras deben clasificar los créditos en las etapas de riesgo de crédito según lo establecido en el Artículo 91 de las disposiciones normativas. Las etapas de riesgo son:

*   Etapa 1: Para los créditos con $ACT_i \leq 1$.
*   Etapa 2: Para los créditos con $ACT_i > 1$ y $ACT_i \leq 3$, que no cumplan con algún supuesto descrito en la etapa 1 o 3.
*   Etapa 3: Los créditos respecto de los cuales las entidades cuenten con algún elemento para determinar que deben migrar de etapa 1 o 2 a etapa 3.

Los criterios para la migración entre etapas son:

*   Las instituciones deben tener un manual de políticas y procedimientos que establezca los criterios para la migración.
*   La migración debe estar respaldada por criterios formalizados en los manuales de políticas y procedimientos de la Institución.
*   Las instituciones deberán documentar en un registro o bitácora la migración de etapas basadas en los criterios antes mencionados, incluyendo como mínimo la identificación del personal responsable de la aprobación, el criterio bajo el cual se realizó la migración, así como la fecha a partir de la cual se hizo la migración.

**Fuentes**

*   CUB_extracto.md
*   Anexo_33_CUB.md
*   Disposiciones_Liquidez.md",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q69,¿Cuáles son los enfoques que las instituciones pueden adoptar para el cálculo de reservas preventivas y qué requisitos deben cumplir para cada enfoque?,0,1,0,A,El buscador falló. El texto clave no estuvo presente en los chunks recuperados en el Top-10.,"Las Instituciones, podrán optar por alguno de los enfoques siguientes: I. El Enfoque Estándar... II. El Enfoque Interno...","**Enfoques para el cálculo de reservas preventivas**
=============================================

Las instituciones pueden adoptar dos enfoques para el cálculo y constitución de reservas preventivas:

### Enfoque Estándar

*   Aplicable a todas las carteras consideradas en la definición de Cartera Crediticia.
*   Las instituciones que adopten este enfoque deben sujetarse a los requisitos y procedimientos contenidos en el Capítulo V Bis.

### Enfoque Interno

*   Aplicable a todas las carteras modelables, utilizando las Metodologías Internas de reservas basadas en la NIF C-16.
*   Las instituciones se ajustarán a los requisitos contenidos en el Capítulo V Bis 1 y en el Anexo 15 Bis.

**Requisitos para cada enfoque**
-----------------------------

### Enfoque Estándar

*   Debe sujetarse a los requisitos y procedimientos contenidos en el Capítulo V Bis.
*   Aplicable a todas las carteras consideradas en la definición de Cartera Crediticia.

### Enfoque Interno

*   Utilizar Metodologías Internas de reservas basadas en la NIF C-16.
*   Debe ajustarse a los requisitos contenidos en el Capítulo V Bis 1 y en el Anexo 15 Bis.

**Fuentes**
-------------

*   Documento: CUB_extracto.md
*   Documento: AYUDAS_CNR_IFRS9.md",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q70,¿Cómo se determina la Probabilidad de Incumplimiento para créditos clasificados en etapa 3?,0,1,0,A,El buscador falló. El texto clave no estuvo presente en los chunks recuperados en el Top-10.,"Si ACT i > 3 o cuando el crédito se encuentra en etapa 3, entonces: PI_i = 100%","**Respuesta**

La Probabilidad de Incumplimiento para créditos clasificados en etapa 3 se determina según lo establecido en los fragmentos 2, 4 y 5.

* En el Fragmento 2, se establece que si $ATR_{i}^{A} \leq 3$ entonces: $$PI_{i}^{A} = \frac{1}{1 + e^{-Z_{i}^{A}}}$$
* En el Fragmento 4, se establece que si $ATR_i^N &gt; 3$ o cuando el crédito se encuentre en etapa 3 entonces: $$PI_i^N = 100\%$$
* En el Fragmento 5, se establece que si $ATR_i^P \leq 3$ entonces: $$PI_i^P = \frac{1}{1 + e^{-Z_i^P}}$$

**Conclusión**

La Probabilidad de Incumplimiento para créditos clasificados en etapa 3 es igual a 100% según lo establecido en los fragmentos 2, 4 y 5.

**Fuentes**

* Fragmento 2: Artículo 91 Bis del documento normativo
* Fragmento 4: Artículo 91 Bis del documento normativo
* Fragmento 5: Artículo 91 Bis 1 del documento normativo",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q71,¿Qué criterios deben seguir las instituciones para migrar un crédito de una etapa de riesgo a otra?,1,1,0,B,Alucinación o Inexactitud del LLM. El contexto contenía el fragmento pero el LLM omitió variables o alucinó datos.,Los criterios bajo los cuales las Instituciones podrán realizar dicha migración deberán estar formalizados dentro de los manuales de políticas y procedimientos de la Institución y deberán ser aplicados de forma consistente.,"**Criterios para migrar un crédito de una etapa de riesgo a otra**

Para migrar un crédito de una etapa de riesgo a otra, las instituciones deben seguir los siguientes criterios:

* **Criterios formalizados en manuales de políticas y procedimientos**: Los criterios bajo los cuales las instituciones podrán realizar la migración deben estar formalizados dentro de los manuales de políticas y procedimientos de la Institución.
* **Elemento para determinar el cambio de etapa**: Si las instituciones cuentan con algún elemento para determinar que un crédito debe migrar de una etapa a otra, pueden realizarlo sin necesidad del cumplimiento de lo contenido en la tabla anterior.
* **Documentación de la migración**: Las instituciones deben documentar en un registro o bitácora la migración de etapas basadas en los criterios antes mencionados, incluyendo como mínimo la identificación del personal responsable de la aprobación, el criterio bajo el cual se realizó la migración y la fecha a partir de la cual se hizo la migración.

Además, según el Anexo 33 del documento normativo, los créditos clasificados en la etapa de riesgo de crédito 2 deben ser evaluados periódicamente para determinar si existe un incremento en su riesgo que origine que deban ser traspasados a la etapa de riesgo de crédito 3.

**Fuentes:**

* CUB_extracto.md
* Anexo_33_CUB.md
* Disposiciones_Liquidez.md",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q72,¿Qué se consideraría un crédito personal?,1,1,0,B,Alucinación o Inexactitud del LLM. El contexto contenía el fragmento pero el LLM omitió variables o alucinó datos.,A los créditos que sean cobrados por la Institución por cualquier medio de pago distinto de la cuenta de nómina,"Un **crédito personal** se define como:

- **Créditos cobrados por la Institución** mediante cualquier medio de pago **distinto de la cuenta de nómina**.

Esto implica que los créditos personales no están vinculados a un esquema de nómina y pueden ser pagados a través de otros métodos de pago.

Además, es importante mencionar que los créditos personales pueden incluir aquellos que han sido reestructurados a partir de otros tipos de créditos, como créditos de auto, nómina o microcréditos, siempre que tras la reestructuración sean clasificados como créditos personales.

**Fuentes:**
- AYUDAS_CNR_IFRS9.md
- Anexo_33_CUB.md
- CUB_extracto.md",gpt-4o-mini,1.0.0,2cbbc4f704-bd0f72c
